51.068;10.960;2.220;17.792;8.643;0.185;0.025;17.402;0.282;0.392;0.000;25.608;0.245;0.002;11.133;0.402;0.002;17.882;0.000;0.003;238978;10390;4679.563;107629.946
50.937;10.860;2.215;16.087;8.533;0.182;0.024;17.475;0.293;0.400;0.000;26.863;0.236;0.002;11.336;0.405;0.002;18.155;0.000;0.003;238277;10359;4677.852;107590.588
50.858;10.891;2.211;15.177;8.561;0.186;0.024;18.150;0.299;0.410;0.000;26.861;0.243;0.002;11.300;0.419;0.002;18.361;0.000;0.002;238638;10375;4692.282;107922.478
50.888;10.779;2.213;16.003;8.557;0.183;0.025;17.659;0.302;0.411;0.000;26.522;0.226;0.002;11.207;0.415;0.002;18.482;0.000;0.003;240705;10465;4730.056;108791.285
51.023;10.982;2.218;15.840;8.448;0.184;0.024;17.769;0.293;0.407;0.000;26.798;0.241;0.002;11.195;0.407;0.002;18.384;0.000;0.002;240775;10468;4718.913;108534.988
50.857;10.837;2.211;15.534;8.657;0.190;0.026;17.855;0.298;0.410;0.000;26.615;0.241;0.002;11.446;0.416;0.002;18.303;0.000;0.003;240691;10464;4732.727;108852.726
50.937;10.919;2.215;14.968;8.641;0.185;0.024;17.740;0.284;0.403;0.000;26.860;0.232;0.002;11.398;0.448;0.002;18.809;0.000;0.003;237519;10326;4663.023;107249.532
50.921;10.844;2.214;16.814;8.554;0.186;0.026;17.735;0.309;0.412;0.000;25.949;0.233;0.002;11.168;0.413;0.002;18.194;0.000;0.003;242050;10523;4753.432;109328.942
50.929;10.889;2.214;15.262;8.783;0.187;0.026;17.810;0.278;0.400;0.000;26.525;0.238;0.002;11.449;0.432;0.002;18.601;0.000;0.003;237063;10307;4654.779;107059.919
50.946;10.832;2.215;16.288;8.468;0.184;0.023;17.987;0.294;0.410;0.000;26.531;0.234;0.002;11.308;0.409;0.002;17.855;0.000;0.003;237431;10323;4660.448;107190.305
50.743;10.859;2.206;16.429;8.551;0.182;0.028;17.486;0.277;0.409;0.000;26.712;0.229;0.002;11.490;0.408;0.002;17.791;0.000;0.003;239237;10401;4714.671;108437.439
50.821;10.795;2.210;17.653;8.412;0.182;0.024;17.329;0.302;0.403;0.000;25.885;0.228;0.002;11.124;0.410;0.002;18.039;0.000;0.003;239661;10420;4715.744;108462.102
50.769;10.912;2.207;15.264;8.746;0.186;0.024;17.939;0.296;0.404;0.000;26.817;0.230;0.002;11.190;0.414;0.002;18.481;0.000;0.003;239245;10401;4712.467;108386.740
50.773;10.799;2.208;16.180;8.642;0.186;0.026;17.790;0.291;0.403;0.000;26.198;0.231;0.002;11.208;0.408;0.002;18.429;0.000;0.003;239339;10406;4713.887;108419.401
50.779;10.807;2.208;15.527;8.710;0.187;0.024;17.711;0.291;0.417;0.000;26.764;0.231;0.002;11.537;0.426;0.002;18.166;0.000;0.003;238149;10354;4689.928;107868.341
50.910;10.842;2.213;15.568;8.724;0.190;0.025;18.148;0.298;0.414;0.000;26.280;0.234;0.002;11.401;0.417;0.002;18.293;0.000;0.003;238085;10351;4676.609;107562.000
50.819;10.786;2.210;17.048;8.795;0.185;0.025;17.383;0.281;0.395;0.000;26.028;0.230;0.002;11.028;0.408;0.002;18.186;0.000;0.003;237749;10336;4678.340;107601.810
50.901;10.802;2.213;16.636;8.581;0.182;0.048;17.520;0.301;0.410;0.000;25.905;0.243;0.002;11.349;0.427;0.006;18.385;0.000;0.003;240203;10443;4719.022;108537.497
50.770;10.804;2.207;16.062;8.403;0.181;0.029;17.549;0.285;0.397;0.000;27.231;0.249;0.002;11.173;0.412;0.002;18.019;0.000;0.003;238786;10382;4703.247;108174.671
50.740;10.882;2.206;17.457;8.622;0.183;0.025;17.316;0.301;0.405;0.000;25.908;0.231;0.002;11.110;0.416;0.002;18.018;0.000;0.003;241615;10505;4761.842;109522.355
50.780;10.799;2.208;17.673;8.591;0.182;0.025;17.306;0.295;0.398;0.000;25.945;0.231;0.002;11.252;0.408;0.002;17.686;0.000;0.003;238688;10377;4700.417;108109.600
50.880;10.850;2.212;15.952;8.753;0.189;0.024;17.617;0.296;0.405;0.000;26.378;0.238;0.002;11.184;0.454;0.002;18.500;0.000;0.003;236705;10291;4652.188;107000.323
50.853;10.883;2.211;15.889;8.580;0.185;0.024;17.614;0.291;0.407;0.000;26.943;0.245;0.002;11.328;0.410;0.002;18.076;0.000;0.003;238911;10387;4698.081;108055.866
