72.538;26.862;3.022;17.246;7.955;0.155;0.017;17.027;0.235;0.320;0.000;27.030;0.207;0.002;11.029;0.351;0.004;18.420;0.000;0.002;254997;10624;3515.369;105461.081
72.473;26.657;3.020;16.777;8.015;0.149;0.018;16.998;0.242;0.334;0.000;27.240;0.224;0.002;11.199;0.344;0.002;18.455;0.000;0.002;256579;10690;3540.341;106210.224
72.389;26.737;3.016;17.234;8.102;0.148;0.018;17.296;0.236;0.321;0.000;26.886;0.195;0.002;10.976;0.343;0.002;18.239;0.000;0.002;253581;10565;3503.045;105091.363
72.484;26.673;3.020;15.818;8.284;0.154;0.018;17.340;0.248;0.335;0.000;27.864;0.210;0.002;11.100;0.332;0.002;18.290;0.000;0.002;253456;10560;3496.704;104901.119
72.403;26.769;3.017;16.842;8.173;0.148;0.017;17.247;0.243;0.326;0.000;27.229;0.198;0.002;10.961;0.349;0.002;18.261;0.000;0.002;254434;10601;3514.141;105424.236
72.455;26.792;3.019;16.782;8.163;0.157;0.018;17.277;0.221;0.313;0.000;27.232;0.204;0.002;11.057;0.340;0.002;18.230;0.000;0.002;251288;10470;3468.176;104045.278
72.457;26.846;3.019;17.963;8.172;0.147;0.017;16.652;0.225;0.313;0.000;27.226;0.194;0.002;10.851;0.327;0.002;17.906;0.000;0.002;254391;10599;3510.905;105327.142
72.487;26.802;3.020;17.037;8.108;0.149;0.017;16.983;0.236;0.322;0.000;27.425;0.200;0.002;11.145;0.349;0.002;18.020;0.000;0.002;253009;10542;3490.405;104712.142
72.506;26.680;3.021;16.436;8.247;0.159;0.017;17.175;0.231;0.327;0.000;27.229;0.200;0.002;11.129;0.343;0.002;18.498;0.000;0.002;253840;10576;3500.967;105029.013
72.471;26.676;3.020;16.498;8.059;0.148;0.018;17.142;0.229;0.322;0.000;27.715;0.195;0.001;10.999;0.339;0.002;18.331;0.000;0.002;253912;10579;3503.659;105109.763
72.663;26.944;3.028;12.469;8.484;0.158;0.018;18.408;0.254;0.344;0.000;28.133;0.214;0.002;11.856;0.361;0.002;19.295;0.000;0.002;254884;10620;3507.749;105232.463
72.534;26.726;3.022;15.861;7.945;0.149;0.018;17.139;0.241;0.331;0.000;28.412;0.210;0.002;11.077;0.354;0.002;18.257;0.000;0.002;252493;10520;3481.025;104430.759
72.426;26.737;3.018;17.112;8.145;0.150;0.018;17.181;0.240;0.330;0.000;27.377;0.200;0.002;10.783;0.341;0.002;18.115;0.000;0.002;257384;10724;3553.742;106612.253
72.525;26.832;3.022;17.523;7.838;0.146;0.018;16.799;0.220;0.324;0.000;27.722;0.217;0.002;10.853;0.326;0.002;18.008;0.000;0.002;251378;10474;3466.104;103983.109
72.517;26.771;3.022;16.689;8.015;0.148;0.018;17.281;0.225;0.319;0.000;27.350;0.207;0.002;11.046;0.340;0.002;18.355;0.000;0.002;253597;10566;3497.047;104911.415
72.594;26.646;3.025;16.236;8.204;0.148;0.017;17.303;0.236;0.340;0.000;27.879;0.201;0.002;10.994;0.342;0.002;18.093;0.000;0.002;252291;10512;3475.365;104260.950
72.560;26.651;3.023;17.135;8.223;0.149;0.018;16.981;0.213;0.308;0.000;26.791;0.200;0.002;10.915;0.348;0.002;18.712;0.000;0.002;252111;10504;3474.523;104235.694
72.373;26.723;3.016;17.125;8.207;0.150;0.018;16.968;0.210;0.311;0.000;27.705;0.207;0.001;10.991;0.341;0.002;17.760;0.000;0.002;250245;10426;3457.714;103731.430
72.368;26.694;3.015;17.965;7.947;0.148;0.018;16.888;0.218;0.316;0.000;27.212;0.195;0.002;10.878;0.340;0.002;17.870;0.000;0.002;249892;10412;3453.060;103591.785
72.407;26.710;3.017;17.687;8.144;0.152;0.018;17.040;0.213;0.307;0.000;27.012;0.193;0.002;10.858;0.341;0.002;18.028;0.000;0.002;251538;10480;3473.954;104218.629
72.462;26.724;3.019;16.927;7.894;0.147;0.019;17.143;0.212;0.308;0.000;27.711;0.198;0.002;10.966;0.346;0.002;18.122;0.000;0.002;251593;10483;3472.046;104161.389
72.568;26.736;3.024;16.302;8.067;0.156;0.018;17.184;0.238;0.324;0.000;27.689;0.201;0.002;10.972;0.337;0.002;18.504;0.000;0.002;253981;10582;3499.892;104996.752
72.459;26.753;3.019;18.073;8.007;0.147;0.018;17.007;0.211;0.305;0.000;27.035;0.198;0.002;10.825;0.343;0.002;17.825;0.000;0.002;251464;10477;3470.425;104112.762
72.457;26.695;3.019;17.080;8.054;0.150;0.018;17.010;0.223;0.317;0.000;27.507;0.208;0.002;11.014;0.337;0.002;18.075;0.000;0.002;253348;10556;3496.545;104896.365
72.339;26.723;3.014;16.301;8.236;0.150;0.017;17.229;0.231;0.320;0.000;28.108;0.203;0.002;10.910;0.330;0.002;17.958;0.000;0.002;254854;10618;3523.057;105691.706
72.367;26.839;3.015;16.494;8.156;0.158;0.018;17.217;0.250;0.337;0.000;27.427;0.203;0.002;11.066;0.352;0.002;18.316;0.000;0.002;253764;10573;3506.608;105198.235
72.399;26.729;3.017;17.411;8.174;0.155;0.017;17.076;0.225;0.322;0.000;26.760;0.195;0.002;10.989;0.336;0.002;18.333;0.000;0.002;252765;10531;3491.275;104738.264
72.366;26.679;3.015;17.499;8.058;0.147;0.017;16.901;0.232;0.318;0.000;27.457;0.198;0.002;11.086;0.329;0.002;17.751;0.000;0.002;254495;10603;3516.783;105503.498
72.564;26.703;3.023;17.733;7.984;0.154;0.018;16.783;0.248;0.352;0.000;27.403;0.202;0.002;10.930;0.342;0.002;17.845;0.000;0.002;253943;10580;3499.592;104987.750
72.316;26.825;3.013;17.146;8.045;0.147;0.017;17.070;0.227;0.334;0.000;27.451;0.207;0.002;10.983;0.333;0.002;18.034;0.000;0.002;251574;10482;3478.800;104364.015
