93.268;26.111;3.216;19.808;7.571;0.133;0.015;15.278;0.229;0.314;0.000;25.806;0.187;0.001;12.023;0.408;0.002;18.222;0.000;0.002;307324;10597;3295.050;98851.504
93.369;26.037;3.220;20.088;7.482;0.138;0.016;15.424;0.211;0.292;0.000;25.149;0.181;0.001;11.956;0.397;0.002;18.662;0.000;0.002;310747;10715;3328.170;99845.102
93.359;26.178;3.219;19.225;7.620;0.137;0.015;15.660;0.229;0.311;0.000;25.744;0.201;0.001;11.853;0.404;0.002;18.595;0.000;0.002;311639;10746;3338.070;100142.114
93.354;26.259;3.219;19.871;7.731;0.138;0.015;15.517;0.203;0.289;0.000;25.151;0.181;0.001;11.781;0.408;0.002;18.709;0.000;0.002;307850;10615;3297.676;98930.294
93.292;26.077;3.217;19.372;7.681;0.140;0.016;15.609;0.202;0.284;0.000;25.435;0.187;0.001;12.102;0.424;0.002;18.541;0.000;0.002;307467;10602;3295.755;98872.643
93.305;26.067;3.217;20.589;7.410;0.133;0.016;15.469;0.203;0.284;0.000;25.011;0.180;0.002;12.052;0.393;0.002;18.253;0.000;0.002;307599;10606;3296.705;98901.137
93.278;26.139;3.216;20.034;7.543;0.133;0.015;15.386;0.204;0.286;0.000;25.384;0.184;0.001;12.021;0.392;0.002;18.411;0.000;0.002;308464;10636;3306.935;99208.053
93.338;26.056;3.219;19.262;7.601;0.135;0.017;15.662;0.211;0.295;0.000;25.626;0.185;0.001;12.003;0.396;0.003;18.598;0.000;0.002;306983;10585;3288.956;98668.684
93.349;26.071;3.219;18.996;7.454;0.134;0.016;15.668;0.211;0.292;0.000;26.319;0.185;0.001;11.825;0.408;0.002;18.489;0.000;0.002;310517;10707;3326.426;99792.792
93.405;26.167;3.221;19.473;7.605;0.135;0.015;15.599;0.219;0.297;0.000;25.179;0.185;0.001;12.385;0.432;0.002;18.470;0.000;0.002;310877;10719;3328.266;99847.994
